id,slug,title,country,ancestry,lat,lon,source,confidence,wikidata_id,notes
404,area-of-gadara,Area of Gadara,Jordan,Umm Qeis/Gadara (4 folders) / North / Jordan / Browse by Countries,29.5330794,35.0035391,nominatim,low,,"matched 'Bank of Jordan, Al-Rasheid Street, Al Radwan Area, العقبة, قضاء العقبة, لواء قصبة العقبة, العقبة, 77100, الأردن'"
405,artifactsmuseum,Artifacts/Museum,Jordan,Umm Qeis/Gadara (4 folders) / North / Jordan / Browse by Countries,32.6557455,35.679344,nominatim,low,,"matched 'Museum (Beit Russan), Decumanus Maximus, أم قيس, قضاء بني كنانة, لواء بني كنانة, إربد, الأردن'"
407,sanctuary,Sanctuary,Turkey,Yazilikaya / North Central Turkey / Central Turkey / Turkey / Browse by Countries,39.9568515,26.2375788,nominatim,low,,"matched 'Kutsal Alan, 17-56, Tevfikiye, Çanakkale Merkez, Çanakkale, Marmara Bölgesi, Türkiye'"
408,chamber-b,Chamber B,Turkey,Yazilikaya / North Central Turkey / Central Turkey / Turkey / Browse by Countries,41.0127744,28.9845332,nominatim,low,,"matched 'Arz Odası, Mabeyn Taşlığı ve Dairesi, Cankurtaran Mahallesi, İstanbul, Fatih, İstanbul, Marmara Bölgesi, 34122, Türkiye'"
409,chamber-a,Chamber A,Turkey,Yazilikaya / North Central Turkey / Central Turkey / Turkey / Browse by Countries,41.0127744,28.9845332,nominatim,low,,"matched 'Arz Odası, Mabeyn Taşlığı ve Dairesi, Cankurtaran Mahallesi, İstanbul, Fatih, İstanbul, Marmara Bölgesi, 34122, Türkiye'"
411,various-objects,Various Objects,Greece,National Archaeological Museum (3 folders) / Athens (11 folders) / Greece South / Greece / Browse by Countries,,,,none,,no match
412,kathisma-church,Kathisma Church,Israel,5 Churches of Jerusalem (folder) / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,31.739233,35.212792,wikidata,low,Q12406968,matched 'Kathisma Church' (5th-century Byzantine church in the Holy Land) — country match
413,en-gedi,En Gedi,Israel,Dead Sea / Central / Israel / Browse by Countries,31.466666666666665,35.394444444444446,wikidata,low,Q1011544,matched 'Ein Gedi' (nature reserve in Israel) — country match
415,artifacts-415,Artifacts,Jordan,Archaeological Museum / Citadel / Amman / North / Jordan / Browse by Countries,,,,none,,no match
416,thermopylae,Thermopylae,Greece,Greece Central / Greece / Browse by Countries,38.79555555555555,22.536666666666665,wikidata,high,Q194450,matched 'Thermopylae' (ancient fortified passage in central Greece) — archaeological/historic class; country match
418,herodium-herods-tomb,Herodium - Herod's Tomb,Israel,Hill Country of Judah / Central / Israel / Browse by Countries,,,,none,,no match
421,paphos-harbor,Paphos Harbor,Cyprus,Cyprus / Browse by Countries,34.75566667,32.40416667,wikidata,medium,Q12065255,matched 'Paphos Archaeological Park' (archaeological park in Cyprus) — place class; country match
422,paphos-house-of-aion-mosaics,Paphos House of Aion Mosaics,Cyprus,Cyprus / Browse by Countries,34.75566667,32.40416667,wikidata,medium,Q12065255,matched 'Paphos Archaeological Park' (archaeological park in Cyprus) — place class; country match
423,avdat-oboda,Avdat (Oboda),Israel,Negev Highlands / South / Israel / Browse by Countries,30.795,34.775,wikidata,high,Q791665,matched 'Abdah' (Mawqiʻ Atharī fī ṣaḥrāʼ al-Naqab) — archaeological/historic class; country match
424,views-of-ephraim,Views of Ephraim,Israel,Hill Country of Ephraim / Central / Israel / Browse by Countries,,,,none,,no match
425,paphos-house-of-theseus,Paphos House of Theseus,Cyprus,Cyprus / Browse by Countries,34.75566667,32.40416667,wikidata,medium,Q12065255,matched 'Paphos Archaeological Park' (archaeological park in Cyprus) — place class; country match
428,temple,Temple,Israel,Timna / Rift Valley South / South / Israel / Browse by Countries,,,,none,,no match
429,patara-lighthouse-and-granary,Patara Lighthouse and Granary,Turkey,Lycia/Caria/Turquoise/Mediterranean Coast / Western Turkey / Turkey / Browse by Countries,36.260278,29.314167,wikidata,high,Q233121,matched 'Patara' (Lycian settlement on the Mediterranean coast of Turkey) — archaeological/historic class; country match
430,gamala,Gamala,Israel,Golan (4 folders) / North / Israel / Browse by Countries,32.8899257,35.684851,nominatim,low,,"matched 'מעלה גמלא, מועצה אזורית גולן, נפת רמת הגולן, מחוז הצפון, 1294900, ישראל'"
431,gibeon,Gibeon,Israel,Hill Country of Benjamin / Central / Israel / Browse by Countries,31.8475,35.18638888888889,wikidata,high,Q889398,matched 'Gibeon' (ancient city north of Jerusalem mentioned in the Bible) — archaeological/historic class; country match
434,kh-qeiyafa,Kh. Qeiyafa,Israel,Shephelah / Central / Israel / Browse by Countries,32.05570278,35.28953611,wikidata,high,Q985542,matched 'Shiloh' (Biblical city) — archaeological/historic class; country match
435,valley-of-elah,Valley of Elah,Israel,Shephelah / Central / Israel / Browse by Countries,31.6806252,34.9891247,wikidata,low,Q862725,matched 'Valley of Elah' (valley in Israel) — country match
436,views-of-sharon-plain,Views of Sharon Plain,Israel,Sharon Plain (12 folders) / Central / Israel / Browse by Countries,,,,none,,no match
437,sussitahippos,Sussita/Hippos,Israel,Sea of Galilee 19 folders / North / Israel / Browse by Countries,32.77888889,35.65944444,wikidata,high,Q1620075,matched 'Hippos' (human settlement) — archaeological/historic class; country match
439,sycharjacobs-well,Sychar/Jacob's Well,Israel,Hill Country of Manasseh/Samaria (5 folders) / Central / Israel / Browse by Countries,,,,none,,no match
440,mount-gerizim,Mount Gerizim,Israel,Hill Country of Manasseh/Samaria (5 folders) / Central / Israel / Browse by Countries,,,,none,,no match
441,caesarea-east-hippodrome,Caesarea East Hippodrome,Israel,Sharon Plain (12 folders) / Central / Israel / Browse by Countries,32.5,34.9,wikidata,medium,Q1615560,matched 'Caesarea' (modern day town in Israel) — place class; country match
444,spring-of-harod,Spring of Harod,Israel,Harod Valley / North / Israel / Browse by Countries,,,,none,,no match
445,arbel-cliffs,Arbel Cliffs,Israel,Sea of Galilee 19 folders / North / Israel / Browse by Countries,32.8120793,35.4839284,nominatim,low,,"matched 'ארבל, מועצה אזורית גליל תחתון, נפת כנרת, מחוז הצפון, ישראל'"
446,arbel-synagogue,Arbel Synagogue,Israel,Sea of Galilee 19 folders / North / Israel / Browse by Countries,32.812222,35.4825,wikidata,low,Q12404196,matched 'Arbel synagogue' () — country match
448,kedesh,Kedesh,Israel,Upper Galilee / North / Israel / Browse by Countries,33.111638,35.529517,wikidata,high,Q2585161,matched 'Kedesh' (archeological site in Israel) — archaeological/historic class; country match
449,omrit,Omrit,Israel,Huleh Valley / North / Israel / Browse by Countries,33.21833333,35.66305556,wikidata,high,Q4677363,matched 'Omrit' (Archaeological site of an ancient Roman temple in northern Israel) — archaeological/historic class; country match
450,eflatunpinar,Eflatunpinar,Turkey,South Central Turkey 11 folders / Central Turkey / Turkey / Browse by Countries,37.8257,31.6747,wikidata,high,Q844601,matched 'Eflatunpınar' (ancient Hittite monument) — archaeological/historic class; country match
452,dominus-flevit-15-images,Dominus Flevit 15 images,Israel,Mount of Olives (5 folders) / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,31.7779853,35.2419118,nominatim,low,,"matched 'Dominus Flevit Church, יד אבשלום, ראס אל-עמוד, ירושלים | القدس, נפת ירושלים, מחוז ירושלים, 9114101, ישראל'"
453,general-images-3-images,General Images 3 Images,Israel,Mount of Olives (5 folders) / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,32.8459955,35.810846,nominatim,low,,"matched 'Ramat Magshimim Garage, 98, מועצה אזורית גולן, נפת רמת הגולן, מחוז הצפון, 1292000, ישראל'"
454,church-of-mary-magdalene-11-images,Church of Mary Magdalene 11 images,Israel,Mount of Olives (5 folders) / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,32.7456141,35.3381848,nominatim,low,,"matched 'كنيسه, 754, כפר כנא, נפת יזרעאל, מחוז הצפון, 1789089, ישראל'"
456,ein-avdat,Ein Avdat,Israel,Negev Highlands / South / Israel / Browse by Countries,30.82638889,34.76638889,wikidata,low,Q1339871,matched 'Ein Avdat' (geographical object) — country match
457,tyropoeon-central-valley-street,Tyropoeon (Central Valley) Street,Israel,Jerusalem (65 folders!) / Central / Israel / Browse by Countries,31.776947222222,35.234238888889,wikidata,low,Q2914844,matched 'Tyropoeon Valley' (former valley in Jerusalem) — country match
459,knidos-harbors-6-images,Knidos Harbors 6 Images,Turkey,Knidos (Cnidus; 3 Folders-29 Images) / Central & Southern Aegean / Western Turkey / Turkey / Browse by Countries,36.685833,27.375,wikidata,high,Q690575,matched 'Knidos' (ancient city of Caria in modern-day Turkey) — archaeological/historic class; country match
460,round-temple-12-images,Round Temple 12 Images,Turkey,Knidos (Cnidus; 3 Folders-29 Images) / Central & Southern Aegean / Western Turkey / Turkey / Browse by Countries,41.0672204,28.9455607,nominatim,low,,"matched 'Devr-i Âlem–Round Voyage, İstanbul Bilgi Üniversitesi İç Yolları, Emniyettepe Mahallesi, Eyüpsultan, İstanbul, Marmara B'"
461,knidos-site-11-images,Knidos Site 11 Images,Turkey,Knidos (Cnidus; 3 Folders-29 Images) / Central & Southern Aegean / Western Turkey / Turkey / Browse by Countries,36.685833,27.375,wikidata,high,Q690575,matched 'Knidos' (ancient city of Caria in modern-day Turkey) — archaeological/historic class; country match
462,beth-shemesh,Beth Shemesh,Israel,Shephelah / Central / Israel / Browse by Countries,31.751388888889,34.988611111111,wikidata,medium,Q152449,matched 'Beit Shemesh' (city in Israel) — place class; country match
463,lachish,Lachish,Israel,Shephelah / Central / Israel / Browse by Countries,31.56527778,34.84916667,wikidata,high,Q848509,matched 'Lachish' (human settlement) — archaeological/historic class; country match
465,views-of-negev-highlands,Views of Negev Highlands,Israel,Negev Highlands / South / Israel / Browse by Countries,,,,none,,no match
466,views,Views,Israel,Shephelah / Central / Israel / Browse by Countries,,,,none,,no match
467,jotapata,Jotapata,Israel,Lower Galilee / North / Israel / Browse by Countries,32.83194444,35.27813889,wikidata,high,Q1517688,matched 'Jotapata' (archaeological site in Israel) — archaeological/historic class; country match
468,sepphoris-synagogue-mosaics,Sepphoris Synagogue Mosaics,Israel,Lower Galilee / North / Israel / Browse by Countries,32.753055555556,35.279166666667,wikidata,high,Q1132798,matched 'Sepphoris' (ancient city in Israel) — archaeological/historic class; country match
469,views-469,Views,Israel,Biblical Negev / South / Israel / Browse by Countries,,,,none,,no match
470,cave-of-gethsemane-5-images,Cave of Gethsemane (5 images),Israel,Mount of Olives (5 folders) / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,32.706489,34.9454891,nominatim,low,,"matched 'Cave, השחף, עתלית, מועצה אזורית חוף הכרמל, נפת חדרה, מחוז חיפה, ישראל'"
471,mosque-of-the-ascension-7-images,Mosque of the Ascension 7 images,Israel,Mount of Olives (5 folders) / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,32.620898,35.345384,nominatim,low,,"matched 'مسجد, شارع كونتيكت, مجلس إقليمي بستان المرج, נפת יזרעאל, מחוז הצפון, 1834328, ישראל'"
472,saint-marks-syrian-orthodox-church,Saint Mark's Syrian Orthodox Church,Israel,5 Churches of Jerusalem (folder) / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,,,,none,,no match
473,palace-of-caiaphas-st-peter-in-gallicantu,Palace of Caiaphas? St. Peter in Gallicantu,Israel,Jerusalem (65 folders!) / Central / Israel / Browse by Countries,32.3262876,34.8493346,nominatim,low,,"matched 'Palace, גד מכנס, רמת אפרים, נתניה, נפת השרון, מחוז המרכז, 4231204, ישראל'"
474,abel-beth-maacah,Abel Beth Maacah,Israel,Huleh Valley / North / Israel / Browse by Countries,33.2585425,35.5803202,nominatim,low,,"matched 'אבל בית מעכה, דרך הביטחון, מטולה, נפת צפת, מחוז הצפון, 1029200, ישראל'"
475,samariasebaste,Samaria/Sebaste,Israel,Hill Country of Manasseh/Samaria (5 folders) / Central / Israel / Browse by Countries,32.1027591,34.9891057,nominatim,low,,"matched 'חוצה שומרון, פרס נובל, ראש העין, נפת פתח תקווה, מחוז המרכז, 4809284, ישראל'"
476,hierapolis-tomb-church-and-martyrium-of-philip,Hierapolis Tomb Church and Martyrium of Philip,Turkey,Central & Southern Aegean / Western Turkey / Turkey / Browse by Countries,37.925,29.125833333333,wikidata,high,Q7428276,matched 'Hierapolis' (ancient city of Phrygia in modern-day Turkey) — archaeological/historic class; country match
477,shechem,Shechem,Israel,Hill Country of Manasseh/Samaria (5 folders) / Central / Israel / Browse by Countries,32.21361111,35.28194444,wikidata,high,Q7951237,matched 'Shechem' (ancient Canaanite and Israelite city in central Samaria in the West Bank) — archaeological/historic class; country match
478,umm-el-qanatir,Umm el-Qanatir,Israel,Golan (4 folders) / North / Israel / Browse by Countries,29.5569348,34.9497949,nominatim,low,,"matched 'אילת, נפת באר שבע, מחוז הדרום, ישראל'"
479,deir-aziz,Deir Aziz,Israel,Golan (4 folders) / North / Israel / Browse by Countries,32.865,35.712638888889,wikidata,high,Q14498495,matched 'Deir Aziz' (archaeological site in Israel) — archaeological/historic class; country match
480,cedars-of-lebanon,Cedars of Lebanon,Lebanon,Lebanon / Browse by Countries,34.2432237,36.0485692,nominatim,low,,"matched 'غابة أرز الرّب, الأرز, بشري, قضاء بشرّي, محافظة الشمال, لبنان'"
481,khirbet-umm-elamud-synagogue,Khirbet Umm el–Amud Synagogue,Israel,Lower Galilee / North / Israel / Browse by Countries,32.717958,35.571864,wikidata,high,Q2063503,matched 'Khirbet Kerak' (archaeological site in Israel) — archaeological/historic class; country match
482,views-to-acropolis,Views to Acropolis,Greece,Acropolis (7 folders) / Athens (11 folders) / Greece South / Greece / Browse by Countries,37.8646396,23.8359976,nominatim,low,,"matched 'Vari Views Villa, Κίτσι, Δήμος Κρωπίας, Περιφερειακή Ενότητα Ανατολικής Αττικής, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκ'"
483,temple-of-zeus,Temple of Zeus,Greece,Athens (11 folders) / Greece South / Greece / Browse by Countries,37.63786111,21.63,wikidata,high,Q197019,"matched 'Temple of Zeus in Olympia' (ancient Greek temple in Olympia, Greece, dedicated to the Greek god Zeus, built in the second quarter of the 5th century BC in the Doric order) — archaeological/historic class; country match"
484,aizanoi,Aizanoi,Turkey,North Central Turkey / Central Turkey / Turkey / Browse by Countries,39.2043,29.6105,wikidata,high,Q411571,matched 'Aizanoi' (ancient Greek city in western Anatolia) — archaeological/historic class; country match
491,views-491,Views,Israel,Hill Country of Manasseh/Samaria (5 folders) / Central / Israel / Browse by Countries,,,,none,,no match
493,jezreel-valley-views,Jezreel Valley Views,Israel,Jezreel Valley (5 folders) / North / Israel / Browse by Countries,32.596388888889,35.241944444444,wikidata,low,Q763829,matched 'Jezreel Valley' (valley in Israel) — country match
496,wadi-ramrum,Wadi Ram/Rum,Jordan,South/Edom 2 Folders / Jordan / Browse by Countries,29.5765,35.419927777778,wikidata,low,Q40729,matched 'Wadi Rum' (valley in southern Jordan) — country match
497,regional-views,Regional Views,Jordan,Central / Jordan / Browse by Countries,31.9705901,35.8981157,nominatim,low,,"matched 'Save The Children Regional Office MEE, 15, شارع الجاحظ, الشميساني, منطقة زهران, عمان, ناحية عمان, لواء قصبة عمان, عمان, '"
501,views-of-egypt-9-images,Views of Egypt (9 images),Egypt,Egypt (3 folders) / Browse by Countries,30.0201916,31.5131852,nominatim,low,,"matched 'The Views Compund, أحياء اللوتس, القاهرة, مصر'"
504,kadesh-on-the-orontes,Kadesh on the Orontes,Syria,Syria / Browse by Countries,34.5576,36.52,wikidata,high,Q690035,matched 'Kadesh' (archaeological site) — archaeological/historic class; country match
508,jabbok-river-area,Jabbok River Area,Jordan,North / Jordan / Browse by Countries,32.191666666667,35.801666666667,wikidata,medium,Q798460,"matched 'Zarqa River' (Jordanian river near Amman, tributary to the lower Jordan River) — place class; country match"
511,sinai-peninsula,Sinai Peninsula,Egypt,Egypt (3 folders) / Browse by Countries,29.5,33.833333333333,wikidata,low,Q36755,matched 'Sinai Peninsula' (peninsula in the Red Sea) — country match
512,hieroglyphic-inscriptions,Hieroglyphic Inscriptions,Egypt,Egypt (3 folders) / Browse by Countries,,,,none,,no match
515,ain-dara,Ain Dara,Syria,Syria / Browse by Countries,36.459361,36.852083,wikidata,high,Q1807968,matched 'Ain Dara' (archaeological site in Syria) — archaeological/historic class; country match
525,iconium-to-pisidian-antioch,Iconium to Pisidian Antioch,Turkey,South Central Turkey 11 folders / Central Turkey / Turkey / Browse by Countries,37.871944444444445,32.492222222222225,wikidata,high,Q132559332,matched 'Iconium' (The city of Konya before and in Roman times) — archaeological/historic class; country match
530,city-of-david-antiquities,City of David Antiquities,Israel,Jerusalem (65 folders!) / Central / Israel / Browse by Countries,32.0549517,34.7520118,nominatim,low,,"matched 'Embassy of the Holy See (Vatican), 1, נתיב המזלות, תל־אביב–יפו, יפו, תל־אביב–יפו, נפת תל אביב, מחוז תל אביב, 6803608, יש'"
531,kidron-valley-views,Kidron Valley Views,Israel,Jerusalem (65 folders!) / Central / Israel / Browse by Countries,31.8123,34.8003,wikidata,low,Q588697,matched 'Kidron' (human settlement in Israel) — country match
533,asclepion,Asclepion,Greece,Peloponnese / Greece South / Greece / Browse by Countries,36.875802,27.256994,wikidata,high,Q2655433,"matched 'Asclepeion of Kos' (Asclepeion in Kos Municipality, Greece) — archaeological/historic class; country match"
534,views-to-and-from-masada,Views to and from Masada,Israel,Dead Sea / Central / Israel / Browse by Countries,,,,none,,no match
535,avdat-churches,Avdat Churches,Israel,Negev Highlands / South / Israel / Browse by Countries,30.795,34.775,wikidata,high,Q791665,matched 'Abdah' (Mawqiʻ Atharī fī ṣaḥrāʼ al-Naqab) — archaeological/historic class; country match
537,qasr-el-yahud-baptismal-site,Qasr el-Yahud (Baptismal Site),Israel,Jordan Valley / Central / Israel / Browse by Countries,31.8370932,35.5464968,wikidata,high,Q1574073,"matched 'Qasr al-Yahud' (baptism site, West Bank) — archaeological/historic class; country match"
538,en-dor,En Dor,Israel,Jezreel Valley (5 folders) / North / Israel / Browse by Countries,32.146879,34.882069,nominatim,low,,"matched 'ההכשרות/עין דור, ההכשרות, רמת הדר, הוד השרון, נפת פתח תקווה, מחוז המרכז, 4501417, ישראל'"
539,jezreel-city,Jezreel (city),Israel,Harod Valley / North / Israel / Browse by Countries,32.596388888889,35.241944444444,wikidata,low,Q763829,matched 'Jezreel Valley' (valley in Israel) — country match
540,shiloh,Shiloh,Israel,Hill Country of Ephraim / Central / Israel / Browse by Countries,32.05570278,35.28953611,wikidata,high,Q985542,matched 'Shiloh' (Biblical city) — archaeological/historic class; country match
541,shiloh-basilica,Shiloh Basilica,Israel,Hill Country of Ephraim / Central / Israel / Browse by Countries,32.05570278,35.28953611,wikidata,high,Q985542,matched 'Shiloh' (Biblical city) — archaeological/historic class; country match
542,nain,Nain,Israel,Jezreel Valley (5 folders) / North / Israel / Browse by Countries,32.6307267,35.3488686,nominatim,low,,"matched 'نين, مجلس إقليمي بستان المرج, נפת יזרעאל, מחוז הצפון, ישראל'"
543,shiloh-welichurch,Shiloh Weli/Church,Israel,Hill Country of Ephraim / Central / Israel / Browse by Countries,32.05570278,35.28953611,wikidata,high,Q985542,matched 'Shiloh' (Biblical city) — archaeological/historic class; country match
544,swiss-forest-views,Swiss Forest - Views,Israel,Sea of Galilee 19 folders / North / Israel / Browse by Countries,32.7695349,35.533317,nominatim,low,,"matched 'נוף יער שוייץ, טבריה עילית, טבריה, נפת כנרת, מחוז הצפון, 1424224, ישראל'"
545,tiberias-gate-theater,Tiberias Gate & Theater,Israel,Sea of Galilee 19 folders / North / Israel / Browse by Countries,32.789722222222,35.524722222222,wikidata,medium,Q151920,"matched 'Tiberias' (city in Galilee, Israel) — place class; country match"
546,domus-galilaeae,Domus Galilaeae,Israel,Sea of Galilee 19 folders / North / Israel / Browse by Countries,32.90216389,35.55177778,wikidata,low,Q2620812,"matched 'Domus Galilaeae' (school in Mount of Beatitudes, Israel) — country match"
547,tiberias,Tiberias,Israel,Sea of Galilee 19 folders / North / Israel / Browse by Countries,32.789722222222,35.524722222222,wikidata,medium,Q151920,"matched 'Tiberias' (city in Galilee, Israel) — place class; country match"
548,antandros,Antandros,Turkey,Northern Aegean / Western Turkey / Turkey / Browse by Countries,39.5715659,26.7863158,nominatim,low,,"matched 'Antandros, İzmir - Çanakkale Yolu, Şahindere, Avcılar, Edremit, Balıkesir, Marmara Bölgesi, 10870, Türkiye'"
549,statues-of-deities-archaeology-museum-istanbul,Statues of Deities Archaeology Museum Istanbul,Turkey,Istanbul and Marmara Region / Western Turkey / Turkey / Browse by Countries,,,,none,,no match
550,antalya-museum-emperors,Antalya Museum  Emperors,Turkey,Mediterranean Coast / Central Turkey / Turkey / Browse by Countries,36.90812,30.69556,wikidata,medium,Q6487,matched 'Antalya' (city in Turkey) — place class; country match
551,basilica-cistern-istanbul,Basilica Cistern Istanbul,Turkey,Istanbul and Marmara Region / Western Turkey / Turkey / Browse by Countries,37.9293029,29.1244763,nominatim,low,,"matched 'Basilica (Cathedral), Colonnaded (Frontinus) Street, Pamukkale, Denizli, Ege Bölgesi, 20280, Türkiye'"
553,tomb-of-annas,Tomb of Annas,Israel,Hinnom Valley / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,31.7804333,35.2396471,nominatim,low,,"matched 'قبر السيدة العذراء مريم, יריחו, העיר העתיקה, ירושלים | القدس, נפת ירושלים, מחוז ירושלים, 9119001, ישראל'"
554,caesarea-mithraeum,Caesarea Mithraeum,Israel,Sharon Plain (12 folders) / Central / Israel / Browse by Countries,32.5,34.9,wikidata,medium,Q1615560,matched 'Caesarea' (modern day town in Israel) — place class; country match
556,nazareth-the-city,Nazareth the City,Israel,Lower Galilee / North / Israel / Browse by Countries,32.702102777778,35.29785,wikidata,medium,Q430776,matched 'Nazareth' (city in Israel; predominantly inhabited by Muslim-Arab citizens of Israel; a center of Christian pilgrimage as the childhood home of Jesus) — place class; country match
557,nazareth-basilica-of-annunciation-exterior,Nazareth Basilica of Annunciation Exterior,Israel,Lower Galilee / North / Israel / Browse by Countries,32.702102777778,35.29785,wikidata,medium,Q430776,matched 'Nazareth' (city in Israel; predominantly inhabited by Muslim-Arab citizens of Israel; a center of Christian pilgrimage as the childhood home of Jesus) — place class; country match
558,mamshit,Mamshit,Israel,Negev Highlands / South / Israel / Browse by Countries,31.026111,35.063889,wikidata,high,Q2391522,matched 'Mamshit' (archeological site in Israel) — archaeological/historic class; country match
560,perga-stadium-and-theater,Perga Stadium and Theater,Turkey,Mediterranean Coast / Central Turkey / Turkey / Browse by Countries,39.116667,27.183333,wikidata,high,Q18986,matched 'Pergamon' (ancient city of Ionia in modern-day Turkey and UNESCO World Heritage Site) — archaeological/historic class; country match
561,daily-life,Daily Life,Israel,Temple Mount Platform/Haram - 6 folders / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,30.8187422,34.8108561,nominatim,low,,"matched 'חניון יום עין עקב, מעלה צין, מועצה אזורית רמת נגב, נפת באר שבע, מחוז הדרום, 8499300, ישראל'"
562,alalakh-tell-atchana,Alalakh - Tell Atchana,Turkey,Eastern Turkey / Turkey / Browse by Countries,36.237777777778,36.384722222222,wikidata,high,Q575249,"matched 'Alalakh' (archaeological site in Reyhanlı, Hatay, Turkey) — archaeological/historic class; country match"
563,tell-tayinat,Tell Tayinat,Turkey,Eastern Turkey / Turkey / Browse by Countries,36.2475,36.376388888889,wikidata,high,Q907974,"matched 'Tell Tayinat' (archaeological site in Hatay, Turkey) — archaeological/historic class; country match"
564,zincirli-samal,Zincirli (Sam'al),Turkey,Eastern Turkey / Turkey / Browse by Countries,37.103611111111,36.678611111111,wikidata,high,Q1039186,"matched 'Zincirli Höyük' (former country and archaeological site in Islahiye, Gaziantep, Turkey) — archaeological/historic class; country match"
565,jericho-nt,Jericho NT,Israel,Jordan Valley / Central / Israel / Browse by Countries,31.781297,35.2388827,nominatim,low,,"matched 'יריחו, העיר העתיקה, ירושלים | القدس, נפת ירושלים, מחוז ירושלים, 9119001, ישראל'"
567,delos-synagogue,Delos Synagogue,Greece,Cyclades Islands / Greek Islands / Greece / Browse by Countries,37.4048564,25.2744985,wikidata,high,Q1529452,"matched 'Delos Synagogue' (ancient synagogue in Mykonos Municipality, Greece) — archaeological/historic class; country match"
568,hazor-recent-excavations,Hazor Recent Excavations,Israel,Huleh Valley / North / Israel / Browse by Countries,33.0076,35.594,wikidata,high,Q8049270,"matched 'Khirbet, Yarda' (archaeological site in the Upper Galilee, Israel) — archaeological/historic class; country match"
569,adada,Adada,Turkey,South Central Turkey 11 folders / Central Turkey / Turkey / Browse by Countries,37.575161111111,30.985311111111,wikidata,high,Q346649,matched 'Adada' (ancient city of Pisidia in modern-day Turkey) — archaeological/historic class; country match
570,sagalassos-upper-city,Sagalassos Upper City,Turkey,South Central Turkey 11 folders / Central Turkey / Turkey / Browse by Countries,37.67805556,30.51944444,wikidata,high,Q279191,matched 'Sagalassos' (ancient city of Pisidia in modern-day Turkey; tentative UNESCO World Heritage Site) — archaeological/historic class; country match
571,sagalassos-upper-agora,Sagalassos Upper Agora,Turkey,South Central Turkey 11 folders / Central Turkey / Turkey / Browse by Countries,37.67805556,30.51944444,wikidata,high,Q279191,matched 'Sagalassos' (ancient city of Pisidia in modern-day Turkey; tentative UNESCO World Heritage Site) — archaeological/historic class; country match
572,baram,Baram,Israel,Upper Galilee / North / Israel / Browse by Countries,33.0590837,35.433945,nominatim,low,,"matched 'ברעם, מועצה אזורית גליל עליון, נפת עכו, מחוז הצפון, ישראל'"
573,assos-agora-necropolis-theater,"Assos: Agora, Necropolis, Theater",Turkey,Northern Aegean / Western Turkey / Turkey / Browse by Countries,39.490556,26.336667,wikidata,high,Q744631,matched 'Assos' (ancient city of Troas in modern-day Turkey) — archaeological/historic class; country match
574,ephesus-paul-and-thecla-cave,Ephesus Paul and Thecla Cave,Turkey,Central & Southern Aegean / Western Turkey / Turkey / Browse by Countries,37.939722,27.348611,wikidata,high,Q47611,matched 'Ephesus' (ancient Greek city in Anatolia) — archaeological/historic class; country match
575,göbekli-tepe,Göbekli Tepe,Turkey,Eastern Turkey / Turkey / Browse by Countries,37.1426608,38.5438986,wikidata,low,Q6725597,"matched 'Göbekli' (mahalle (administrative quarter) in Karaköprü, Şanlıurfa, southeastern Turkey) — country match"
576,sinope-museum,Sinope Museum,Turkey,North Central Turkey / Central Turkey / Turkey / Browse by Countries,42.025,35.143,wikidata,high,Q107557833,"matched 'Sinope' (ancient Greek city-state of the Black Sea, predecessor to Sinop, Turkey) — archaeological/historic class; country match"
577,sinope,Sinope,Turkey,North Central Turkey / Central Turkey / Turkey / Browse by Countries,42.025,35.143,wikidata,high,Q107557833,"matched 'Sinope' (ancient Greek city-state of the Black Sea, predecessor to Sinop, Turkey) — archaeological/historic class; country match"
578,amisus-samsun,Amisus (Samsun),Turkey,North Central Turkey / Central Turkey / Turkey / Browse by Countries,41.319117,36.323668,wikidata,high,Q16330562,"matched 'Amisus' (ancient Greek city, present-day Samsun, Turkey) — archaeological/historic class; country match"
579,gergesakursi,Gergesa/Kursi,Israel,Sea of Galilee 19 folders / North / Israel / Browse by Countries,32.826086111111,35.650377777778,wikidata,high,Q2469418,matched 'Kursi' (archaeological site on the Golan Heights) — archaeological/historic class; country match
580,magdala-synagogue,Magdala Synagogue,Israel,Sea of Galilee 19 folders / North / Israel / Browse by Countries,32.839166666667,35.5075,wikidata,medium,Q4880851,"matched 'Magdala' (ancient city, biblical location) — place class; country match"
581,konya-mevlana,Konya Mevlana,Turkey,South Central Turkey 11 folders / Central Turkey / Turkey / Browse by Countries,37.872769444444444,32.49213888888889,wikidata,medium,Q79857,"matched 'Konya' (metropolitan municipality in Central Anatolia, Turkey) — place class; country match"
