news_ID,news_Title,news_Text,news_DateAdded,news_Active,news_Gallery,news_YouTubeId
59,Cedars of Lebanon,"<p>
	<a href=""http://www.holylandphotos.org/browse.asp?s=1,211,480&amp;img=LNBCCT03""><img alt="""" src=""/userfiles/images/LNBCCT03_400.jpg"" style=""width: 400px; height: 300px; margin-left: 20px; margin-right: 20px; float: left;"" /></a> 6 images of the stately Cedars of Lebanon are available.</p>
",7/23/2011 5:11:00PM,False,,
60,Athletes,"<p>
	<a href=""http://holylandphotos.org/browse.asp?s=1,269,270,271""><img alt="""" src=""/userfiles/images/YRMNK08_400.jpg"" style=""width: 267px; height: 400px; float: left; margin-left: 5px; margin-right: 5px;"" /></a>To view a collection of statuary of athletes in action, <a href=""go.asp?s=271"">Click Here</a>.</p>
",8/8/2011 6:55:00AM,False,,
61,The Path from Cana to Capernaum — Panorama,"<p>
	<a href=""http://holylandphotos.org/browse.asp?s=1,2,5,36,481&amp;img=INLGHA70""><img alt="""" src=""/userfiles/images/INLGHA70_400(1).jpg"" style=""width: 400px; height: 105px; margin-left: 20px; margin-right: 20px; float: left;"" /></a>I have recently uploaded a high resolution <a href=""go.asp?img=INLGHA70"">panoramic image</a> of a very important route the leads from Cana of Galilee to the Plain of Gennesaret and from there to Capernaum.&nbsp; On a number of occasions Jesus and His followers travelled from Cana of Galilee to Capernaum via an important road that connected the port of Ptolemais to Cana (17 mi.), Cana to Kh. Umm el-Amud (6 mi.), Kh. Umm el-Amud to Magdala (6 mi.) and from there northeast to Capernaum (6 mi.).&nbsp; John 2:11-12 &quot;... signs Jesus did in Cana of Galilee ... He went down to Capernaum.&quot;</p>
",8/31/2011 9:26:00AM,False,,
62,Trials,"<p>
	What if I do this?</p>
<table align=""left"" border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width: 800px;"">
	<tbody>
		<tr>
			<td>
				Now ?</td>
			<td>
				Okay</td>
		</tr>
		<tr>
			<td>
				&nbsp;</td>
			<td>
				&nbsp;</td>
		</tr>
		<tr>
			<td>
				&nbsp;</td>
			<td>
				&nbsp;</td>
		</tr>
	</tbody>
</table>
",9/26/2011 2:33:00PM,False,,
63,Jonah and the Great Fish,"<p>
	<a href=""http://holylandphotos.org/browse.asp?s=1,3,8,21,58&amp;img=TCSCKY05"" target=""_blank""><img alt="""" src=""/userfiles/images/TCSCKY05_400.jpg"" style=""width: 400px; height: 267px; margin-left: 5px; margin-right: 5px; float: left;"" /></a>In light of the controversy surrounding an image on an ossuary&mdash;is it Jonah and the Great Fish? A nefesh&mdash;like from the <a href=""go.asp?img=IJNTKV06"" target=""_blank"">Tomb of Absalom</a> in Jerusalem?&nbsp; Or a vase of some sort (<a href=""http://www.lifeandland.org/2012/02/a-consideration-of-the-%E2%80%9Cfish%E2%80%9D-on-the-ossuary-discussed-in-the-jesus-discovery/"" target=""_blank"">Gordon Franz</a>)?&mdash;I thought I would post a &quot;for sure&quot; image of Jonah and the Great Fish from a Christian object (sarcophagus?) now in the courtyard of the Archaeologcial Museum in Konya (biblical Iconium).&nbsp; <a href=""go.asp?img=TCSCKY05"" target=""_blank"">Click Here</a> for additional details.</p>
",3/1/2012 4:24:00PM,False,,
64,Well-preserved Remains of the Ancient Diolkos near Corinth,"<p><img alt="""" src=""/userfiles/images/GSPLDL01_400.jpg"" style=""border-style:solid; border-width:1px; float:left; height:266px; margin-left:5px; margin-right:5px; width:400px"" />Last year we had a chance to visit the well-preserved remains of the <a href=""go.asp?s=247"" target=""_blank"">ancient diolkos</a> that is located near Corinth.&nbsp; It is probable, among a number of other reasons, that the diolkos brought considerable wealth to Corinth.</p>

<p>I have add 5 images of these remains, including a detailed <a href=""go.asp?img=GSPLDL21"" target=""_blank"">map</a> of the route of the diolkos.</p>
",5/1/2012 2:43:00AM,False,,
65,Six Scholarly Books Half Price,"<p>
	<strong>All the following are available for HALF the listed Price.</strong></p>
<p>
	<strong>All prices <span style=""font-weight: bold;"">include shipping</span> within the continental USA</strong>.&nbsp; <a href=""mailto:holylandphotos@comcast.net?subject=Used%20Books/Maps"">To purchase, contact Dr. Rasmussen via email</a>.</p>
<p>
	Ackroyd, Peter R.&nbsp; <strong><span style=""font-style: italic;"">The First Book of Samuel: The Cambridge Bible Commentary on the</span><span style=""font-style: italic;""> New English Bible</span></strong>.&nbsp; London: Cambridge University Press, 1971.&nbsp; [Very good condition, paperback]&nbsp; $8.00.</p>
<p>
	Adeyemo, Tokunboh, ed.&nbsp; <strong><em>Africa Bible Commentary: A One-Volume Commentary</em></strong>.&nbsp; Written by 70 African Scholars.&nbsp; Grand Rapids: Zondervan, 2006.&nbsp; [Like New, hardcover]&nbsp; $25.00.&nbsp;<br />
	<br />
	Aharoni, Yohanan.&nbsp; <strong><em>The Land of the Bible: A Historical Geography</em></strong>.&nbsp; London: Burns &amp; Oates, 1967.&nbsp; [Used condition, hardcover, no cover jacket, ink markings in text]&nbsp; $32.00</p>
<p>
	Ahlstrom, Gosta W.&nbsp; <strong><em>The History of Ancient Palestine</em></strong>.&nbsp; Minneapolis: Fortress Press, 1993.&nbsp; [Very good condition, soft cover]&nbsp; $28.00.</p>
<p>
	Amiran, D. H. K., and Y. Ben-Arieh, eds.&nbsp; <strong><em>Geography in Israel</em></strong>.&nbsp; Jerusalem: The Israel National Committee, 1977.&nbsp; [Used condition, minimal markings in text]&nbsp; $30.00.</p>
<p>
	Andersen, Francis I.&nbsp; <strong><em>The Sentence in Biblical Hebrew</em></strong>.&nbsp; The Hague: Mouton and Co. N.V. Publishers, 1974.&nbsp; [Used condition, hardcover, worn boards, clean text]&nbsp; $50.00.</p>
",7/23/2012 8:24:00AM,False,,
67,6 December - The Feast Day of Saint Nicholas,"<p><a href=""http://holylandphotos.org/browse.asp?s=1,3,7,183,185,188&amp;thumbs=1"" target=""_blank""><img alt="""" src=""/userfiles/images/TWTQMYCH05_400.jpg"" style=""border-style:solid; border-width:1px; float:left; height:225px; margin-left:10px; margin-right:10px; width:300px"" /></a>Christmas is not too far away and I have updated the high resolution images from the original Santa&#39;s home town &mdash; the Turkish city of <a href=""go.asp?s=188"" target=""_blank"">Demre/Myra</a>.</p>

<p>On the outskirts of the town is a <a href=""go.asp?s=188"" target=""_blank"">church that is associated with Saint Nicholas</a>&mdash;Father Christmas, a.k.a. in northern Europe as Santa Claus!</p>

<p>St. Nicholas was born in nearby <a href=""go.asp?s=189"" target=""_blank"">Patara</a> about A.D. 300 and served as the bishop of Myra later in his life.&nbsp; A number of miracles are attributed to this revered bishop, including his providing a dowry to the three daughters of a local baker.&nbsp; Thus he is associated with &ldquo;gift giving!&rdquo;&nbsp; He was also the patron saint of sailors&mdash;note that Myra is very near the Mediterranean Sea.&nbsp; He died about A.D. 345.</p>

<p>It is said that he was buried in this church, but that his relics (bones) were taken to Bari, Italy, about A.D. 1088, although other claims are made that the Venetians took them.<img alt="""" src=""/userfiles/images/TWTQMYCH11_400.jpg"" style=""border-style:solid; border-width:1px; height:400px; margin:5px; width:267px"" /></p>
",8/25/2012 9:39:00AM,False,,
68,Attention Teachers — High Quality Images from the Zondervan Atlas of the Bible Available,"<p>
	<a href=""www.amazon.com/exec/obidos/ASIN/0310270502/holylandphoto-20"" target=""_blank""><img alt="""" src=""/UserFiles/AtlasCover01.jpg"" style=""float: left; width: 150px; height: 200px; margin-left: 15px; margin-right: 15px; border-width: 1px; border-style: solid;"" /></a>Bible and Geography teachers of all levels will be assembling their in-class Powerpoint presentations.&nbsp; I have added to this site all the images that I used in my <a href=""http://www.amazon.com/exec/obidos/ASIN/0310270502/holylandphoto-20"" target=""_blank""><em>Zondervan Atlas of the Bible</em></a>.&nbsp; They are arranged according to the way that they appear in the <em>Atlas</em>.&nbsp; Images from the <a href=""go.asp?s=489"" target=""_blank"">Geographical Section</a> first and then those, in chronological order, from the <a href=""go.asp?s=505"" target=""_blank"">Historical Section</a>.</p>
<p>
	See for example the images from &quot;<a href=""go.asp?s=492"" target=""_blank"">The Geography of Israel and Jordan</a>&quot; and those from &quot;<a href=""go.asp?s=516"" target=""_blank"">David and Solomon</a>.&quot;</p>
",8/25/2012 3:11:00PM,False,,
69,"Friday: Five Books, Five Dollars Each","<p>
	<strong>$5.00 includes<span style=""font-weight: bold;""> shipping</span> within the continental USA</strong>.&nbsp; <a href=""mailto:holylandphotos@comcast.net?subject=Used%20Books/Maps"">To purchase, contact Dr. Rasmussen via email</a>.</p>
<p>
	Offer will be withdrawn at 5:00 PM - Saturday, 6 October, 2012 (CDT).</p>
<p>
	Bahat, Dan.&nbsp; <em>Carta&rsquo;s Historical Atlas of Jerusalem</em>.&nbsp; Jerusalem: Carta, 1973.&nbsp; [Used condition, hardcover].</p>
<p>
	Balla, George.&nbsp; <em>The Four Centuries Between the Testaments</em>.&nbsp; Vallejo: BIBAL Press, 1993.&nbsp; [Good condition, paperback, minimal markings in text].</p>
<p>
	Beitzel, Barry J.&nbsp; <em>The Moody Atlas of Bible Lands</em>.&nbsp; Chicago: Moody Press, 1985.&nbsp; [Excellent condition, hardcover, no cover jacket].</p>
<p>
	Bickerman, Elias.&nbsp; <em>From Ezra to the Last of the Maccabees: Foundations of Postbiblical Judaism</em>.&nbsp; New York: Schocken Books, 1962.&nbsp; [Used condition, paperback, markings in test].<br />
	<br />
	Breasted, James H.&nbsp; <em>A History of Egypt: The Definitive Work on Ancient Egypt</em>.&nbsp; New&nbsp;&nbsp;&nbsp; York: Bantam Books, 1967.&nbsp; [Good condition, paperback].</p>
",9/22/2012 5:09:00PM,False,,
70,Large Maps of Ancient Israel For Sale — $10,"<p>
	These two maps (= 1 set) are each composed of two large sheets that when joined together measure 65 x 49 inches.&nbsp; They are east oriented and stretch from Mount Hermon in the north of Israel to the Red Sea (Eilat/Aqaba) in the south.&nbsp; The dots and names of known Old Testament (Hebrew Bible) sites have been accurately placed on <strong><em>Student Map A</em></strong>.&nbsp; On <strong><em>Student Map B</em></strong>, names and dots for Second Temple, New Testament, and Byzantine sites have been placed.&nbsp; In addition, <strong>Roman and conjectured roads</strong> have been placed on <em>Student Map B</em> by the master researcher of this topic&mdash;James Monson.</p>
<p>
	Details: Rasmussen, Carl, and Monson, James.&nbsp; <em>Student Map &#39;A&#39; (Patriarchs through Ezra-Nehemiah)</em> and <em>Student Map &#39;B&#39; (Ezra-Nehemiah through Justinian) &mdash; 1:275,000</em>.&nbsp; Two maps of Israel from Dan to Elath.&nbsp; Four sheets, each sheet 32.5 x 24.5 inches.&nbsp; Jerusalem: Pictorial Archive, 1975.&nbsp; New.&nbsp; Three sets for $10.00.&nbsp; About 20 sets are available.</p>
<p>
	<strong>Price includes<span style=""font-weight: bold;""> shipping</span> within the continental USA</strong>.&nbsp; <a href=""mailto:holylandphotos@comcast.net?subject=Used%20Books/Maps"">To purchase, contact Dr. Rasmussen via email</a>.</p>
",10/8/2012 9:16:00AM,False,,
71,New PowerPoint Presentation,"<h4>
	Want to save some time?&nbsp; Instead of downloading each individual image and loading them into your personal PowerPoint Presentations why not pay a few dollars and download our already prepared PowerPoint Presentations?</h4>
<table height=""274"" width=""670"">
	<tbody>
		<tr>
			<td style=""padding-right: 15px"">
				<p>
					<img alt="""" src=""/userfiles/images/myra-ppt.jpg"" style=""width: 320px; height: 240px; "" /></p>
			</td>
			<td style=""vertical-align: top; width: 320px;"">
				<p>
					At the request of many of our users we have begun to make available the direct download of our images already installed into PowerPoint Presentations.</p>
				<p>
					Our first PowerPoint Presentation contains 18 images from the &quot;hometown&quot; of Santa Claus in southern Turkey.&nbsp; To examine the images on our web site <a href=""go.asp?s=188"" target=""_blank"">Click Here</a>.&nbsp; For only $3.00 you can download a PowerPoint Presentation consistiing 18 images directly to your computer. Order from our secure server.</p>
				<p>
					<a href=""http://pul.ly/b/43709"" style=""padding: 7px 16px; font-size: 16px; line-height: 28px; font-family: Arial, Helvetica, sans-serif; color: rgb(255, 255, 255); text-decoration: none; background-color: #54aa07; border: 0px; border-top-left-radius: 16px; border-top-right-radius: 16px; border-bottom-right-radius: 16px; border-bottom-left-radius: 16px; background-position: initial initial; background-repeat: initial initial; "" title=""Buy Home Town of Santa Claus - 18 PowerPoint Im...""> $3 - Buy Now</a> via PayPal</p>
			</td>
		</tr>
	</tbody>
</table>
",11/6/2012 2:03:00PM,False,,
72,PowerPoint Presentations  01,"<table height=""364"" width=""670"">
	<tbody>
		<tr>
			<td>
				&nbsp;</td>
			<td>
				&nbsp;</td>
		</tr>
		<tr>
			<td>
				<img alt="""" src=""/userfiles/images/a-Bethlehem.jpg"" style=""width: 320px; height: 213px;"" /></td>
			<td>
				<p>
					This PowerPoint Presentation contains 32 images including 2 of sheep, 1 manger, 2 sheepfolds, 1 Manger Square, 21 Church of the Nativity (including nave, iconostasis, grotto, altars, and priests), 3 St. Catherine&#39;s Church, and 2 of Jerome&#39;s Grotto.<br />
					&nbsp;</p>
				<p>
					<a href=""http://pul.ly/b/43961"" style=""padding: 7px 16px; font: 12px/28px Arial, Helvetica, sans-serif; color: #fff; text-decoration: none; background: #333333; border: 0; border-radius: 16px; -moz-border-radius: 16px; -webkit-border-radius: 16px;"" title=""Buy Bethlehem, Sheep, Sheepfolds, Manger"">Download Now</a> for only $5.00 via PayPal</p>
			</td>
		</tr>
		<tr>
			<td>
				<p>
					<img alt="""" src=""/userfiles/images/myra-ppt.jpg"" style=""width: 320px; height: 240px; "" /></p>
			</td>
			<td>
				<p>
					This PowerPoint Presentation contains 18 images from the &quot;hometown&quot; of Santa Claus in southern Turkey. &nbsp; For only $3.00 you can download a PowerPoint Presentation consistiing 18 images directly to your computer. Order from our secure server.</p>
				<p>
					<a href=""http://pul.ly/b/43709"" style=""padding: 7px 16px; font-size: 16px; line-height: 28px; font-family: Arial, Helvetica, sans-serif; color: rgb(255, 255, 255); text-decoration: none; background-color: #54aa07; border: 0px; border-top-left-radius: 16px; border-top-right-radius: 16px; border-bottom-right-radius: 16px; border-bottom-left-radius: 16px; background-position: initial initial; background-repeat: initial initial; "" title=""Buy Home Town of Santa Claus - 18 PowerPoint Im..."">Download Now</a> for only $3.00 via PayPal</p>
			</td>
		</tr>
		<tr>
			<td>
				&nbsp;</td>
			<td>
				&nbsp;</td>
		</tr>
		<tr>
			<td>
				&nbsp;</td>
			<td>
				&nbsp;</td>
		</tr>
		<tr>
			<td>
				&nbsp;</td>
			<td>
				&nbsp;</td>
		</tr>
	</tbody>
</table>
",11/7/2012 2:30:00PM,False,,
73,PowerPoint Presentations NEW!,"<p>
	Want to save some time?&nbsp; Instead of downloading each individual image and then loading them into your person PowerPoint Presentations<br />
	why not download our already prepared PowerPoint Presentation and then just drag the images into your own presentations?<br />
	Note the following for Christmas!</p>
<table cellspacing=""10"" height=""364"" width=""670"">
	<tbody>
		<tr>
			<td>
				<img alt="""" src=""/userfiles/images/a-Bethlehem.jpg"" style=""width: 320px; height: 213px;"" /></td>
			<td>
				<p style=""text-align: center;"">
					<strong><em>Bethlehem, Sheep, Sheepfolds, and Manger</em></strong></p>
				<p>
					This PowerPoint Presentation contains 32 images including 2 of sheep, 1 manger, 2 sheepfolds, 1 Manger Square, 21 Church of the Nativity (including nave, iconostasis, grotto, altars, and priests), 3 St. Catherine&#39;s Church, and 2 of Jerome&#39;s Grotto.</p>
				<p>
					Order from our secure server.</p>
				<p>
					<a href=""http://pul.ly/b/43961"" style=""padding: 7px 16px; font: 12px/28px Arial, Helvetica, sans-serif; color: #fff; text-decoration: none; background: #333333; border: 0; border-radius: 16px; -moz-border-radius: 16px; -webkit-border-radius: 16px;"" title=""Buy Bethlehem, Sheep, Sheepfolds, Manger"">Download Now</a> for only $5.00 via PayPal</p>
			</td>
		</tr>
		<tr>
			<td>
				<p>
					<img alt="""" src=""/userfiles/images/myra-ppt.jpg"" style=""width: 320px; height: 240px; "" /></p>
			</td>
			<td>
				<p style=""text-align: center;"">
					<strong><em>Myra/Demre Turkey<br />
					The Real Hometown of the Real Santa Claus</em></strong></p>
				<p>
					This PowerPoint Presentation contains 18 images from the &quot;hometown&quot; of Santa Claus in southern Turkey. &nbsp; For only $3.00 you can download a PowerPoint Presentation consisting of 18 images directly to your computer.</p>
				<p>
					Order from our secure server.</p>
				<p>
					<a href=""http://pul.ly/b/43709"" style=""padding: 7px 16px; font-size: 16px; line-height: 28px; font-family: Arial, Helvetica, sans-serif; color: rgb(255, 255, 255); text-decoration: none; background-color: #54aa07; border: 0px; border-top-left-radius: 16px; border-top-right-radius: 16px; border-bottom-right-radius: 16px; border-bottom-left-radius: 16px; background-position: initial initial; background-repeat: initial initial; "" title=""Buy Home Town of Santa Claus - 18 PowerPoint Im..."">Download Now</a> for only $3.00 via PayPal</p>
			</td>
		</tr>
	</tbody>
</table>
",11/7/2012 3:23:00PM,False,,
74,"Palestine Exploration Maps of 1880 and Modern Israeli 1:50,000 Maps On-Line for Free!","<p>
	<img alt="""" src=""/userfiles/images/50000Bethlehemc01-2.jpg"" style=""width: 500px; height: 316px; border-width: 1px; border-style: solid; margin-left: 5px; margin-right: 5px; float: left;"" />These, very-hard-to-come-by, maps are <a href=""http://amudanan.co.il/"" target=""_blank"">now available on-line</a>.&nbsp; We can now use them in the comfort of our own studies instead of running to far off libraries!&nbsp; And you can toggle to identical 1:50,000 Israeli maps!&nbsp;</p>
<p>
	The modern Israeli 1:50,000 maps are in Hebrew.&nbsp; In the upper right of the page, click on PEF-1880 to view the PEF maps.&nbsp; You can zoom in and zoom out (see slider on the left side).</p>
",11/17/2012 3:34:00PM,False,,
75,UpGraded Images of Derbe,"<p>
	<a href=""http://holylandphotos.org/browse.asp?s=1,3,8,21,56&amp;img=TCSCDR01"" target=""_blank""><img alt="""" src=""/userfiles/images/TCSCDR01_400.jpg"" style=""width: 300px; height: 200px; border-width: 1px; border-style: solid; margin-left: 5px; margin-right: 5px; float: left;"" /></a></p>
<p>
	&nbsp;</p>
<p>
	I have recently upgraded several images of the Turkish site of <a href=""go.asp?img=TCSCDR01"" target=""_blank"">Kerti H&uuml;y&uuml;k</a> that is commonly identified with biblical Derbe.</p>
<p>
	Derbe was the eastern most city visited by Paul and Barnabas on Paul&#39;s first missionary journey (Acts 14:20).&nbsp; Paul revisited the city on his second (Acts 16:1) and probably third journeys as he passed westward through the region. Gaius of Derbe actually joined him for at least a portion of his third journey (Acts 20:4).</p>
",11/25/2012 7:16:00AM,False,,
76,"Used Books For Sale — New Listings every  Monday, Wednesday, Friday","<p>
	Robert Gundry &mdash; <strong><em>A Survey of the New Testament</em></strong> &mdash; fourth edition &mdash; 2003.&nbsp; Like new, hardcover.&nbsp; $6.00.&nbsp; <u>Free shipping</u> within Continental USA.</p>
<p>
	Robert Thomas and Stanley Gundry &mdash; <strong><em>The NIV Harmony of the Gospels</em></strong> &mdash; 1987.&nbsp; Like new, no markings, hardcover.&nbsp; $6.00. <u>Free shipping</u> within Continental USA.</p>
<p>
	Kurt Aland (ed.) &mdash; <strong><em>Synopsis of the Four Gospels &mdash; Greek&ndash;English Edition of the Synopsis Quattuor Evangeliorum with the Text of the Revised Standard Version</em></strong> &mdash; 1972. Like new, no markings, hardcover.&nbsp; $6.00. Free shipping within Continental USA.&nbsp; Like new, personal library tag on spine of book, no markings, hardcover. $25.00.&nbsp; <u>Free shipping</u> within Continental USA.</p>
<p>
	Ernest Burton and Edgar Goodspeed &mdash; <strong><em>A Harmony of the Synoptic Gospels in Greek</em></strong> &mdash; 1961. Good condition, nameplate on interior of cover, 3 or 4 markings, hardcover. $5.00.&nbsp; <u>Free shipping</u> within Continental USA.</p>
<p>
	For a no obligation inquiry about a book contact Dr. Carl Rasmussen via email by <a href=""mailto:holylandphotos@comcast.net?subject=Used%20Book(s)"">Clicking Here</a>.</p>
<p>
	<strong><em>Coming on Wednesday &mdash; Hebrew Books.</em></strong></p>
",2/18/2013 5:25:00PM,False,,
77,"Göbekli Tepe — a Neolithic Site in Turkey from 9,600 BC!","<p>There is an outstanding Neolithic site 9 mi. north of Sanliurfa in southeastern Turkey.&nbsp; The finds at this site include 18 ft. tall limestone standing stones with carved images of animals on them&mdash;from 9,600 BC.&nbsp; <a href=""http://wp.me/p16e8A-Ez"" target=""_blank"">I have posted some images of this site on my blog</a>.</p>

<p>We will visit G&ouml;bekli Tepe on October 13, 2024, on our <em><a href=""page.asp?page_ID=62"" target=""_blank"">Exploring Biblical Anatolia and Southeastern Turkey</a> </em>tour.</p>
",2/27/2013 5:34:00PM,False,"TEETGT01|Excavated Area
TEETGT06|Creatures — Carved in stone 11,600 years ago
TEETGT11|Excavated Area
TEETGT14|Animals — Carved in stone 11,600 years ago",
78,How to Use this Site,"<p>
	On our web site you can find high resolution images of many biblical and classical places &mdash; along with useful commentary.</p>
<ol>
	<li>
		<p>
			Just type in the name of the place that you are interested in, in the &quot;Search Window&quot; and click (it is best to use singular nouns).</p>
	</li>
	<li>
		<p>
			Or, click on the Complete Site List on the menu bar and use your &quot;find&quot; feature to located the place you are interested in.</p>
	</li>
</ol>
<p>
	We have numerous places from Israel, Turkey, and Greece as well a many from Jordan and some from Lebanon, Syria, and Egypt.</p>
",3/11/2013 10:42:00AM,False,,
80,Two Great (like new) ,"<p>
	<strong>Books for Sale</strong> (price reduction)</p>
<p style=""margin-left: 40px;"">
	Philip King and Lawrence Stager <em><strong>Life in Biblical Israel</strong>.&nbsp; </em>2001.&nbsp; Like New, No markings, Hardcover.&nbsp; <strike>$20.00</strike> $13.00 includes shipping in the continental USA.</p>
<p style=""margin-left: 40px;"">
	John Polhill <em><strong>Paul and His Letters</strong>.&nbsp; </em>1999.&nbsp; Like New, No markings, Hardcover.&nbsp; <strike>$18.00</strike> $11.00 includes shipping in the continental USA.</p>
<p>
	Contact <a href=""mailto:holylandphotos@comcast.net?subject=Books%20for%20Sale"">Dr. Carl Rasmussen</a>.</p>
",7/12/2013 5:30:00PM,False,,
81,Topical Easy Find,"<p>
	For your convenience we are introducing a page called <strong><em><a href=""http://holylandphotos.org/page.asp?page_ID=48"" target=""_blank"">Topical Easy Find</a>.</em></strong>&nbsp; We think you will find it useful for your personal study as well as when you are preparing a lecture or sermon in a given topic.&nbsp; For example <strong><em>The First Missionary Journey of Paul</em></strong> lists places associated with the journey.&nbsp; <strong>Click on the place name to view images from there.</strong></p>
<p>
	<strong><em>Paul&#39;s First Missionary Journey</em></strong> (Acts 13:1&ndash;14:28)&nbsp; <a href=""go.asp?s=345"" target=""_blank"">Antioch on the Orontes</a>, <a href=""go.asp?s=346"" target=""_blank"">Seleucia Pieria</a>, <a href=""go.asp?s=420"" target=""_blank"">Paphos</a>, Perga (<a href=""go.asp?s=59"" target=""_blank"">city</a>, <a href=""go.asp?s=59"" target=""_blank"">stadium, theater, bath</a>), <a href=""go.asp?s=60"" target=""_blank"">Pisidian Antioch</a> (<a href=""go.asp?s=96"" target=""_blank"">artifacts</a>), <a href=""go.asp?s=58"" target=""_blank"">Iconium</a>, <a href=""go.asp?s=57"" target=""_blank"">Lystra</a>, <a href=""go.asp?s=56"" target=""_blank"">Derbe</a>, <a href=""go.asp?s=347"" target=""_blank"">Attalia</a>.</p>
<p>
	Topics now include:&nbsp; the Gospels; Paul&#39;s First, Second, and Thrid Journies; The Seven Churches of Revelation; Solomon; and the Early, Intermediate, and Middle Bronze II Periods.</p>
<p>
	As always, you are welcome to use our images in your personal PowerPoint presentations&mdash;if you could give credit (and/or a link) to www.HolyLandPhotos.org that would be appreciated.</p>
",9/3/2013 12:08:00PM,False,,
82,A Great Christmas Gift — Easy to Carry/Consult Bible Atlas (Under $12.00)!,"<p><a href=""https://www.amazon.com/exec/obidos/ASIN0310318572/holylandphoto-20"" target=""_blank""><img alt="""" src=""/userfiles/images/New July 7/EssentialBibleAtlasCover01.jpg"" style=""float:left; height:375px; margin-left:5px; margin-right:5px; width:300px"" /></a>The easy to carry, userfriendly&nbsp; <em><a href=""http://www.amazon.com/exec/obidos/ASIN0310318572/holylandphoto-20"" target=""_blank"">Zondervan Essential Bible Atlas</a> </em>is now available.&nbsp; This is a distillation of my more complete <a href=""http://www.amazon.com/exec/obidos/ASIN/0310270502/holylandphoto-20"" target=""_blank""><em>Zondervan Atlas of the Bible</em></a> with all of the important maps, commentary, pictures, and timelines.&nbsp;</p>

<p>It is desiged for easy reference, personal Bible study, and is light weight enough to carry on a trip to the Holy Lands (recent amazon price - $11.54).</p>

<p>My more complete <em>Zondervan Atlas of the Bible,</em>besides being available in <a href=""http://www.amazon.com/exec/obidos/ASIN/0310270502/holylandphoto-20"" target=""_blank"">print</a>, is also available as an &quot;app&quot; for <a href=""http://olivetree.com/store/product.php?productid=17836%3Fhomepage%3D2"" target=""_blank"">iPads, iPhones, Androids, Macs, Windows Desktops, and Windows Store.</a></p>

<p><a href=""http://ferrelljenkins.wordpress.com/2013/12/11/zondervan-essential-atlas-of-the-bible/"" target=""_blank"">Ferrell Jenkins</a> has provided a review of the book on his fine blog.</p>
",12/11/2013 5:23:00PM,False,,
83,Christmas 2019,"<p>In preparation for Christmas the following links will take you to <a href=""http://holylandphotos.org/browse.asp?s=1,2,5,36,182"" target=""_blank"">Nazareth where the annunciation took place</a>; to <a href=""http://holylandphotos.org/browse.asp?s=1,2,6,15,104&amp;img=ICHJBT51"" target=""_blank"">Bethlehem</a> where Jesus was born; to an example of a <a href=""http://holylandphotos.org/browse.asp?s=1,2,5,24,126&amp;img=INJVMG56"" target=""_blank"">manger</a> (also, use Search Window); and to the <a href=""http://holylandphotos.org/browse.asp?s=1,2,6,15,38&amp;img=BLGHR01"" target=""_blank"">Herodium</a> where Herod the Great had a pleasure palace and where he was <a href=""http://holylandphotos.org/browse.asp?s=1,2,6,15,418"" target=""_blank"">buried</a>.</p>

<p>To visit the original home of Saint Nicholas at Myra in Turkey(!), <a href=""http://holylandphotos.org/browse.asp?s=1,3,7,183,185,188"" target=""_blank"">click here</a>!</p>
",12/16/2013 5:01:00PM,False,"INJVMG56|An example of a Manger.
TWTQMYCH05|The Church of Saint Nicholas at Myra (Turkey)
ICHJHRHT10|Tomb of Herod the Great near Bethlehem.
ICHJBT51|Grotto of the Nativity in Bethlehem.
ICHJSF06|Church commemorating the Shepherds in their fields.
Atlas16|A shepherd with his sheep.",
84,41% OFF Zondervan Atlas of the Bible,"<p>
	<a href=""http://olivetree.com/store/product.php?productid=17836%3Fhomepage%3D2"" target=""_blank""><img alt="""" src=""/userfiles/images/AtlasCover01.jpg"" style=""width: 150px; height: 200px; border-width: 1px; border-style: solid; margin-left: 5px; margin-right: 5px; float: left;"" /></a>Today, Saturday 28 December, there is a 41% off sale on the &quot;app&quot; form of my <em>Zondervan Atlas of the Bible</em> (2010).&nbsp; It is available as an &quot;app&quot; for <a data-mce-href=""http://olivetree.com/store/product.php?productid=17836%3Fhomepage%3D2"" href=""http://olivetree.com/store/product.php?productid=17836%3Fhomepage%3D2"" target=""_blank"">iPad, iPhones, Androids, Macs, Windows Desktops, and Windows Store</a>.&nbsp; Usually $31.99, currently $18.99.</p>
",12/28/2013 6:34:00AM,False,,
